Transaction_ID,Date,Customer_ID,Product_SKU,Product_Name,Category,Region,Channel,Payment_Method,Quantity,Unit_Price,Discount_Rate,Revenue
TXN-00126,2024-05-29,CUST-3084,SKU-002,Running Shoes,Footwear,East,Marketplace,Bank Transfer,2,1799.0,0.05,3418.1
TXN-00697,2024-03-20,CUST-2243,SKU-006,Sunglasses,Accessories,North,Website,PayPal,4,799.0,0.0,3196.0
TXN-00500,2024-03-14,CUST-3532,SKU-003,Yoga Mat,Sports,Online,Marketplace,Credit Card,3,649.0,0.05,1849.65
TXN-00597,2024-06-18,CUST-1155,SKU-001,Wireless Earbuds,Electronics,North,Website,Credit Card,4,1299.0,0.15,4416.66
TXN-00972,2024-03-08,CUST-4782,SKU-008,Protein Powder,Health,North,Marketplace,Debit Card,1,599.0,0.0,599.0
TXN-00091,2024-05-18,CUST-3522,SKU-003,Yoga Mat,Sports,Online,Marketplace,Bank Transfer,5,649.0,0.15,2758.25
TXN-00503,2024-08-14,CUST-4170,SKU-004,Coffee Maker,Kitchen,East,In-Store,Bank Transfer,2,2999.0,0.0,5998.0
TXN-00182,2024-06-08,CUST-3955,SKU-006,Sunglasses,Accessories,East,Website,Credit Card,2,799.0,0.0,1598.0
TXN-00364,2024-08-24,CUST-4862,SKU-009,Water Bottle,Sports,South,Marketplace,Debit Card,1,349.0,0.15,296.65
TXN-00275,2024-12-01,CUST-4206,SKU-010,Laptop Stand,Electronics,Online,Mobile App,Credit Card,4,749.0,0.0,2996.0
TXN-00753,27-Jun-2024,CUST-1780,SKU-007,Smart Watch,Electronics,East,In-Store,Credit Card,4,4499.0,0.0,17996.0
TXN-00963,2024-07-04,CUST-3380,SKU-008,Protein Powder,Health,West,Marketplace,Debit Card,1,599.0,0.1,539.09
TXN-00070,2024-08-25,CUST-3734,SKU-002,Running Shoes,Footwear,Online,In-Store,Bank Transfer,4,1799.0,0.0,7196.0
TXN-00292,2024-10-05,CUST-3147,SKU-005,Backpack,Accessories,West,Mobile App,Bank Transfer,4,1099.0,0.15,3736.6
TXN-00132,2024-08-30,CUST-3888,SKU-001,Wireless Earbuds,Electronics,Wst,Marketplace,PayPal,3,1299.0,0.15,3312.39
TXN-00301,2024-07-31,CUST-3875,SKU-008,Protein Powder,Health,Online,Marketplace,PayPal,5,599.0,0.0,2995.0
TXN-00713,2024-04-30,CUST-3592,SKU-001,Wireless Earbuds,Electronics,West,In-Store,Credit Card,2,1299.0,0.0,2598.0
TXN-00327,2024-06-13,CUST-4176,SKU-007,Smart Watch,Electronics,EAST,Marketplace,Bank Transfer,2,4499.0,0.1,8098.17
TXN-00145,2024-10-16,CUST-4543,SKU-007,Smart Watch,Electronics,North,Marketplace,Debit Card,3,4499.0,0.0,134970.0
TXN-00442,2024-10-17,CUST-1255,SKU-007,Smart Watch,Electronics,,Mobile App,PayPal,1,4499.0,0.1,4049.09
TXN-00964,2024-09-19,CUST-4002,SKU-008,Protein Powder,Health,Online,Website,Debit Card,1,599.0,0.0,39.99
TXN-00887,2024-04-07,CUST-1573,SKU-002,Running Shoes,Footwear,North,Mobile App,,4,1799.0,0.15,6116.6
TXN-00136,2024-06-11,CUST-3567,SKU-006,Sunglasses,Accessories,West,Website,Credit Card,5,799.0,0.05,3795.25
TXN-00997,2024-08-26,CUST-1827,SKU-009,Water Bottle,Sports,East,Marketplace,Bank Transfer,4,349.0,0.2,1116.8
TXN-00723,2024-04-04,CUST-4616,SKU-001,Wireless Earbuds,Electronics,North,In-Store,PayPal,5,1299.0,0.05,6170.21
TXN-00165,2024-08-03,CUST-3154,SKU-005,Backpack,Accessories,North,Website,Bank Transfer,1,1099.0,0.0,1099.0
TXN-00029,08/08/2024,CUST-2451,SKU-002,Running Shoes,Footwear,West,Marketplace,Bank Transfer,1,1799.0,0.15,1529.15
TXN-00680,2024-07-22,CUST-1405,SKU-009,Water Bottle,Sports,South,Website,PayPal,5,349.0,0.0,1745.0
TXN-00194,2024-09-18,CUST-1794,SKU-009,Water Bottle,Sports,East,In-Store,PayPal,1,349.0,0.1,22.5
TXN-00903,2024-02-18,CUST-3535,SKU-004,Coffee Maker,Kitchen,East,Mobile App,Bank Transfer,1,2999.0,0.1,2699.09
TXN-00814,2024-05-01,CUST-2522,SKU-007,Smart Watch,Electronics,West,In-Store,PayPal,1,4499.0,0.05,4274.04
TXN-00434,2024-04-24,CUST-4294,SKU-009,Water Bottle,Sports,Online,Website,Bank Transfer,1,349.0,0.0,349.0
TXN-00988,2024-02-05,CUST-4664,SKU-005,Backpack,Accessories,West,In-Store,PayPal,4,1099.0,0.0,4396.0
TXN-00170,2024-08-20,CUST-3070,SKU-010,Laptop Stand,Electronics,Online,Marketplace,Credit Card,5,749.0,0.0,3745.0
TXN-00542,2024-04-12,CUST-4186,SKU-008,Protein Powder,Health,East,Mobile App,Debit Card,2,599.0,0.1,1078.17
TXN-00141,2024-05-10,CUST-2882,SKU-004,Coffee Maker,Kitchen,East,Website,Bank Transfer,4,2999.0,0.15,10196.66
TXN-00174,2024-02-19,,SKU-002,Running Shoes,Footwear,East,Mobile App,Credit Card,1,1799.0,0.05,1709.05
TXN-00007,2024-05-30,CUST-4397,SKU-007,Smart Watch,Electronics,Online,In-Store,PayPal,1,4499.0,0.1,4049.09
TXN-00821,2024-04-08,CUST-2173,SKU-004,Coffee Maker,Kitchen,East,In-Store,Bank Transfer,3,2999.0,0.0,8997.0
TXN-00536,2024-03-08,CUST-1865,SKU-001,Wireless Earbuds,Electronics,North,Mobile App,Credit Card,2,1299.0,0.0,2598.0
TXN-00962,2024-11-26,CUST-2002,SKU-003,Yoga Mat,Sports,,Website,Debit Card,4,649.0,0.15,2206.6
TXN-00856,2024-05-30,CUST-2184,SKU-007,Smart Watch,Electronics,South,Website,Debit Card,3,4499.0,0.2,10797.66
TXN-00074,2024-03-18,CUST-1947,SKU-009,Water Bottle,Sports,West,Mobile App,PayPal,1,349.0,0.0,25.0
TXN-00738,2024-01-01,CUST-3974,SKU-008,Protein Powder,Health,North,In-Store,Credit Card,4,599.0,0.05,2276.17
TXN-00528,2024-03-31,CUST-2283,SKU-008,Protein Powder,Health,North,Website,Bank Transfer,3,599.0,0.15,1527.38
TXN-00239,2024-08-12,CUST-1142,SKU-003,Yoga Mat,Sports,South,Website,PayPal,5,649.0,0.15,2758.25
TXN-00146,2024-06-29,CUST-1897,SKU-004,Coffee Maker,Kitchen,South,In-Store,PayPal,5,2999.0,0.2,11996.0
TXN-00853,2024-05-23,CUST-2904,SKU-003,Yoga Mat,Sports,Online,Website,Credit Card,5,649.0,0.2,180.0
TXN-00235,2024-11-04,,SKU-007,Smart Watch,Electronics,South,In-Store,Debit Card,1,4499.0,0.05,4274.04
TXN-00221,2024-08-29,CUST-3851,SKU-003,Yoga Mat,Sports,South,Marketplace,Bank Transfer,1,649.0,0.0,649.0
TXN-00215,2024-05-24,CUST-4187,SKU-010,Laptop Stand,Electronics,West,Marketplace,PayPal,4,749.0,0.05,2846.17
TXN-00712,2024-05-09,CUST-2971,SKU-009,Water Bottle,Sports,East,Mobile App,,5,349.0,0.0,1745.0
TXN-00133,2024-09-14,CUST-4954,SKU-008,Protein Powder,Health,Online,In-Store,Credit Card,1,599.0,0.0,599.0
TXN-00784,2024-09-13,CUST-1463,SKU-008,Protein Powder,Health,South,Mobile App,Bank Transfer,1,599.0,0.15,509.13
TXN-00907,2024-03-21,CUST-4217,SKU-001,Wireless Earbuds,Electronics,North,Marketplace,Credit Card,5,1299.0,0.0,6495.0
TXN-00708,2024-07-19,CUST-1292,SKU-003,Yoga Mat,Sports,Online,Marketplace,PayPal,1,649.0,0.0,649.0
TXN-00423,2024-11-28,CUST-3789,SKU-007,Smart Watch,Electronics,North,In-Store,Bank Transfer,5,4499.0,0.15,19120.79
TXN-00186,2024-11-02,CUST-1224,SKU-001,Wireless Earbuds,Electronics,North,Mobile App,Debit Card,2,1299.0,0.05,2468.09
TXN-00042,2024-11-14,CUST-3306,SKU-002,Running Shoes,Footwear,,Website,PayPal,1,1799.0,0.05,1709.05
TXN-00768,2024-03-19,CUST-2746,SKU-007,Smart Watch,Electronics,Est,In-Store,Bank Transfer,2,4499.0,0.1,8098.17
TXN-00109,2024-12-04,CUST-1332,SKU-004,Coffee Maker,Kitchen,South,Mobile App,PayPal,2,2999.0,0.0,5998.0
TXN-00636,2024-10-29,CUST-1281,SKU-006,Sunglasses,Accessories,S.,Marketplace,Bank Transfer,4,799.0,0.1,0.0
TXN-00057,2024-01-20,CUST-1444,SKU-003,Yoga Mat,Sports,online,Marketplace,Debit Card,5,649.0,0.0,3245.0
TXN-00483,01-26-2024,CUST-2609,SKU-005,Backpack,Accessories,Online,Marketplace,PayPal,2,1099.0,0.0,2198.0
TXN-00754,11-Nov-2024,CUST-4365,SKU-005,Backpack,Accessories,West,Mobile App,Bank Transfer,2,1099.0,0.0,2198.0
TXN-00794,2024-01-29,CUST-3675,SKU-001,Wireless Earbuds,Electronics,East,Website,PayPal,2,1299.0,0.0,2598.0
TXN-00469,2024/03/21,CUST-3999,SKU-005,Backpack,Accessories,West,Marketplace,Debit Card,3,1099.0,0.0,3297.0
TXN-00927,2024-11-12,CUST-1167,SKU-007,Smart Watch,Electronics,East,In-Store,PayPal,3,4499.0,0.05,12822.13
TXN-00436,2024-07-07,CUST-1821,SKU-009,Water Bottle,Sports,East,In-Store,PayPal,4,349.0,0.0,1396.0
TXN-00025,2024-02-02,CUST-2384,SKU-002,Running Shoes,Footwear,North,Mobile App,PayPal,2,1799.0,0.0,3598.0
TXN-00550,2024-05-19,CUST-4423,SKU-007,Smart Watch,Electronics,West,Marketplace,Bank Transfer,4,4499.0,5.0,17096.17
TXN-00519,2024-01-14,CUST-3684,SKU-006,Sunglasses,Accessories,West,In-Store,Debit Card,2,799.0,0.15,1358.3
TXN-00641,2024-10-28,CUST-4295,SKU-008,Protein Powder,Health,Online,Website,Bank Transfer,4,599.0,0.0,2396.0
TXN-00668,2024-12-12,CUST-4914,SKU-002,Running Shoes,Footwear,,Website,Credit Card,1,1799.0,0.0,1799.0
TXN-00519,2024-01-14,CUST-3684,SKU-006,Sunglasses,Accessories,West,In-Store,Debit Card,2,799.0,0.15,1358.3
TXN-00998,2024-06-24,CUST-4315,SKU-009,Water Bottle,Sports,Online,Website,Credit Card,3,349.0,0.1,942.3
TXN-00339,2024-05-03,CUST-1786,SKU-002,Running Shoes,Footwear,Online,In-Store,Debit Card,5,1799.0,0.0,8995.0
TXN-00052,2024-01-13,CUST-1734,SKU-003,Yoga Mat,Sports,East,Marketplace,PayPal,2,649.0,0.05,1233.1
TXN-00384,2024-11-01,CUST-1564,SKU-009,Water Bottle,Sports,Online,Marketplace,Bank Transfer,4,349.0,0.05,1326.2
TXN-00862,2024-10-31,CUST-4825,SKU-006,Sunglasses,Accessories,South,Marketplace,Bank Transfer,1,799.0,0.0,799.0
TXN-00990,2024-12-21,CUST-3418,SKU-003,Yoga Mat,Sports,North,Mobile App,Credit Card,4,649.0,0.05,2466.2
TXN-00683,2024-12-13,CUST-4944,SKU-007,Smart Watch,Electronics,Online,Mobile App,PayPal,1,4499.0,0.0,4499.0
TXN-00996,2024-06-04,CUST-3547,SKU-010,Laptop Stand,Electronics,online,Website,Credit Card,3,749.0,0.0,2247.0
TXN-00265,2024-01-25,CUST-1207,SKU-004,Coffee Maker,Kitchen,East,Marketplace,Bank Transfer,5,2999.0,0.0,1499500.0
TXN-00709,2024-07-14,CUST-4392,SKU-004,Coffee Maker,Kitchen,North,Website,PayPal,3,2999.0,0.2,7197.66
TXN-00766,2024-01-16,CUST-4867,SKU-001,Wireless Earbuds,Electronics,Online,In-Store,PayPal,3,1299.0,0.05,-3702.13
TXN-00737,2024-07-11,CUST-4136,SKU-010,Laptop Stand,Electronics,Online,In-Store,Debit Card,5,749.0,0.0,3745.0
TXN-00445,2024-08-18,CUST-2908,SKU-003,Yoga Mat,Sports,East,Marketplace,Credit Card,1,649.0,0.0,649.0
TXN-00396,2024-10-20,CUST-2095,SKU-006,Sunglasses,Accessories,Online,Website,PayPal,3,799.0,0.0,2397.0
TXN-00559,2024-04-30,CUST-1322,SKU-009,Water Bottle,Sports,west,Marketplace,Bank Transfer,4,349.0,0.05,95.0
TXN-00177,2024-02-25,CUST-2434,SKU-003,Yoga Mat,Sports,Online,In-Store,Credit Card,4,649.0,0.0,2596.0
TXN-00019,2024-05-14,CUST-4980,SKU-003,Yoga Mat,Sports,Online,Mobile App,Credit Card,4,649.0,0.0,2596.0
TXN-00980,2024/11/09,CUST-1990,SKU-003,Yoga Mat,Sports,Online,Website,Credit Card,5,649.0,0.2,2596.0
TXN-00539,2024-08-30,CUST-3874,SKU-002,Running Shoes,Footwear,South,Mobile App,Credit Card,5,1799.0,0.0,8995.0
TXN-00614,2024-06-05,CUST-2994,SKU-008,Protein Powder,Health,Online,Website,PayPal,3,599.0,,1437.66
TXN-00591,2024-05-03,CUST-4704,SKU-002,Running Shoes,Footwear,Online,Mobile App,Credit Card,3,1799.0,0.05,5127.15
TXN-00368,2024-02-13,CUST-1447,SKU-009,Water Bottle,Sports,South,In-Store,PayPal,5,349.0,0.15,1483.25
TXN-00084,2024-05-02,CUST-1517,SKU-001,Wireless Earbuds,Electronics,West,Website,PayPal,5,1299.0,0.0,449.95
TXN-00062,2024-07-13,CUST-3774,SKU-004,Coffee Maker,Kitchen,South,In-Store,Bank Transfer,4,2999.0,0.15,10196.66
TXN-00515,2024-11-15,CUST-2626,SKU-005,Backpack,Accessories,Online,Website,,5,1099.0,0.2,4396.0
TXN-00273,2024-09-07,CUST-3902,SKU-009,Water Bottle,Sports,Online,In-Store,Bank Transfer,5,349.0,0.1,1570.5
TXN-00286,2024-10-27,CUST-1980,SKU-003,Yoga Mat,Sports,South,Website,PayPal,1,649.0,0.1,584.1
TXN-00361,2024-04-12,CUST-2962,SKU-006,Sunglasses,Accessories,Est,Mobile App,Bank Transfer,5,799.0,0.15,3395.75
TXN-00355,2024-07-17,CUST-4191,SKU-001,Wireless Earbuds,Electronics,North,Mobile App,PayPal,3,1299.0,0.05,3702.13
TXN-00952,2024-11-04,CUST-3478,SKU-004,Coffee Maker,Kitchen,Online,Website,Debit Card,4,2999.0,0.0,11996.0
TXN-00279,2024-04-16,CUST-3297,SKU-001,Wireless Earbuds,Electronics,East,Marketplace,Bank Transfer,2,1299.0,0.1,2338.17
TXN-00369,2024-11-26,CUST-3774,SKU-010,Laptop Stand,Electronics,West,In-Store,Bank Transfer,1,749.0,0.1,674.09
TXN-00665,2024-04-21,CUST-4663,SKU-008,Protein Powder,Health,Online,In-Store,PayPal,3,599.0,0.0,1797.0
TXN-00619,2024-07-22,CUST-2490,SKU-009,Water Bottle,Sports,Online,Website,,5,349.0,0.0,1745.0
TXN-00590,05-30-2024,CUST-1894,SKU-006,Sunglasses,Accessories,Online,Marketplace,Credit Card,3,799.0,0.0,2397.0
TXN-00658,2024-04-09,CUST-2862,SKU-005,Backpack,Accessories,West,Website,Debit Card,2,1099.0,0.1,1978.2
TXN-00576,2024-10-19,CUST-4861,SKU-009,Water Bottle,Sports,West,In-Store,Bank Transfer,4,349.0,0.1,1256.4
TXN-00457,2024-04-12,CUST-3632,SKU-007,Smart Watch,Electronics,Online,Mobile App,Credit Card,2,4499.0,0.05,8548.09
TXN-00394,2024-12-29,CUST-3499,SKU-010,Laptop Stand,Electronics,Wst,Mobile App,PayPal,3,749.0,0.2,1797.66
TXN-00685,2024-08-25,CUST-3587,SKU-007,Smart Watch,Electronics,South,Mobile App,Debit Card,5,4499.0,0.0,22495.0
TXN-00724,2024-10-02,CUST-4354,SKU-006,Sunglasses,Accessories,West,Mobile App,Bank Transfer,1,799.0,0.15,679.15
TXN-00376,2024-03-22,CUST-2355,SKU-009,Water Bottle,Sports,Online,Marketplace,Bank Transfer,2,349.0,0.1,45.0
TXN-00413,2024-03-04,CUST-3414,SKU-002,Running Shoes,Footwear,West,In-Store,Bank Transfer,2,1799.0,0.2,2878.4
TXN-00075,2024-06-18,CUST-3222,SKU-002,Running Shoes,Footwear,West,Marketplace,Credit Card,4,1799.0,0.05,6836.2
TXN-00948,2024/12/13,CUST-3256,SKU-008,Protein Powder,Health,NORTH,In-Store,Credit Card,1,599.0,0.0,599.0
TXN-00501,2024-05-01,,SKU-007,Smart Watch,Electronics,West,In-Store,Debit Card,3,4499.0,0.15,11472.38
TXN-00605,2024-10-02,CUST-3242,SKU-010,Laptop Stand,Electronics,North,In-Store,PayPal,5,749.0,0.05,3557.71
TXN-00115,2024-01-21,CUST-4643,SKU-008,Protein Powder,Health,WEST,In-Store,Debit Card,1,599.0,0.1,539.09
TXN-00418,2024-10-18,CUST-2723,SKU-003,Yoga Mat,Sports,East,Mobile App,Bank Transfer,4,649.0,0.2,144.0
TXN-00090,2024-11-21,CUST-4651,SKU-002,Running Shoes,Footwear,West,Mobile App,Bank Transfer,4,1799.0,0.0,-7196.0
TXN-00991,2024-04-12,CUST-3436,SKU-006,Sunglasses,Accessories,West,Website,PayPal,2,799.0,0.0,1598.0
TXN-00933,2024-07-19,CUST-4677,SKU-008,Protein Powder,Health,South,In-Store,Credit Card,1,599.0,0.0,599.0
TXN-00875,2024-08-06,CUST-3835,SKU-002,Running Shoes,Footwear,East,In-Store,,4,1799.0,0.0,7196.0
TXN-00661,2024-05-04,CUST-4102,SKU-007,Smart Watch,Electronics,,Marketplace,Bank Transfer,5,4499.0,0.05,21370.21
TXN-00012,2024-01-17,CUST-4297,SKU-001,Wireless Earbuds,Electronics,East,Marketplace,Debit Card,2,1299.0,0.2,-2078.34
TXN-00397,2024-12-01,CUST-1519,SKU-007,Smart Watch,Electronics,South,Mobile App,PayPal,1,4499.0,0.0,4499.0
TXN-00576,2024-10-19,CUST-4861,SKU-009,Water Bottle,Sports,West,In-Store,Bank Transfer,4,349.0,0.1,1256.4
TXN-00043,27/06/2024,CUST-4608,SKU-009,Water Bottle,Sports,North,Mobile App,Debit Card,3,R349.0,0.0,1047.0
TXN-00168,2024-02-25,CUST-3008,SKU-007,Smart Watch,Electronics,West,Website,Credit Card,4,4499.0,0.15,15296.66
TXN-00417,27/09/2024,CUST-4640,SKU-008,Protein Powder,Health,north,In-Store,Debit Card,5,599.0,0.0,2995.0
TXN-00968,2024-06-14,CUST-4573,SKU-010,Laptop Stand,Electronics,East,In-Store,Debit Card,2,749.0,0.1,1348.17
TXN-00427,2024-05-17,CUST-4002,SKU-006,Sunglasses,Accessories,North,Website,Debit Card,2,799.0,0.15,1358.3
TXN-00545,2024-09-18,CUST-1307,SKU-003,Yoga Mat,Sports,North,In-Store,PayPal,1,649.0,0.2,519.2
TXN-00949,2024-04-22,CUST-2826,SKU-007,Smart Watch,Electronics,East,Website,Debit Card,5,4499.0,0.2,17996.0
TXN-00693,2024-03-28,CUST-1117,SKU-003,Yoga Mat,Sports,North,In-Store,Debit Card,5,649.0,0.2,2596.0
TXN-00905,2024-01-23,CUST-1221,SKU-003,Yoga Mat,Sports,East,In-Store,PayPal,2,649.0,0.15,76.5
TXN-00662,2024-02-29,CUST-2056,SKU-010,Laptop Stand,Electronics,North,Marketplace,PayPal,1,749.0,0.05,7115.43
TXN-00258,2024-02-07,CUST-3820,SKU-007,Smart Watch,Electronics,North,Mobile App,Bank Transfer,3,4499.0,0.05,12822.13
TXN-00336,2024-08-21,CUST-2528,SKU-001,Wireless Earbuds,Electronics,North,Marketplace,Bank Transfer,2,1299.0,0.1,2338.17
TXN-00016,2024-11-17,CUST-1655,SKU-001,Wireless Earbuds,Electronics,West,Website,Bank Transfer,1,1299.0,0.0,1299.0
TXN-00679,2024-06-10,CUST-4216,SKU-009,Water Bottle,Sports,West,In-Store,Debit Card,5,349.0,0.15,1483.25
TXN-00325,2024-09-02,CUST-1855,SKU-010,Laptop Stand,Electronics,East,In-Store,Credit Card,5,749.0,0.0,3745.0
TXN-00818,2024-01-19,CUST-2881,SKU-009,Water Bottle,Sports,West,Website,Credit Card,2,349.0,0.0,698.0
TXN-00223,2024-06-03,CUST-1499,SKU-002,Running Shoes,Footwear,North,Mobile App,Bank Transfer,3,1799.0,0.0,5397.0
TXN-00180,2024-03-14,CUST-3319,SKU-001,Wireless Earbuds,Electronics,West,Website,PayPal,2,1299.0,0.2,2078.34
TXN-00100,2024-04-08,CUST-2292,SKU-004,Coffee Maker,Kitchen,North,Mobile App,PayPal,1,2999.0,0.15,25491.28
TXN-00522,2024-02-19,CUST-2928,SKU-009,Water Bottle,Sports,South,In-Store,PayPal,2,349.0,0.0,698.0
TXN-00023,2024-03-25,CUST-2085,SKU-003,Yoga Mat,Sports,Online,Marketplace,PayPal,4,649.0,0.1,2336.4
TXN-00357,2024-05-21,CUST-2724,SKU-002,Running Shoes,Footwear,East,Marketplace,Credit Card,2,1799.0,0.05,3418.1
TXN-00721,2024-11-02,CUST-4745,SKU-006,Sunglasses,Accessories,Online,Mobile App,Credit Card,4,799.0,0.0,3196.0
TXN-00928,2024-12-29,CUST-4168,SKU-009,Water Bottle,Sports,South,Mobile App,Debit Card,1,349.0,0.1,3141.0
TXN-00758,2024-05-12,CUST-3247,SKU-004,Coffee Maker,Kitchen,West,Mobile App,Credit Card,5,2999.0,0.1,13495.57
TXN-00341,2024-02-11,CUST-3677,SKU-004,Coffee Maker,Kitchen,North,Website,Bank Transfer,3,2999.0,0.15,7647.38
TXN-00432,2024-01-19,CUST-3264,SKU-007,Smart Watch,Electronics,West,Mobile App,Debit Card,2,4499.0,0.0,8998.0
TXN-00596,2024-12-25,CUST-4598,SKU-004,Coffee Maker,Kitchen,West,Website,PayPal,5,2999.0,0.2,11996.0
TXN-00899,2024-01-04,CUST-1029,SKU-001,Wireless Earbuds,Electronics,South,Website,Debit Card,4,1299.0,0.0,5196.0
TXN-00204,2024-06-22,CUST-3780,SKU-007,Smart Watch,Electronics,Online,Website,Debit Card,4,4499.0,0.2,14396.83
TXN-00761,2024-12-04,CUST-2111,SKU-001,Wireless Earbuds,Electronics,East,Website,Credit Card,1,1299.0,0.05,1234.04
TXN-00094,2024-06-15,CUST-1744,SKU-001,Wireless Earbuds,Electronics,West,Mobile App,Debit Card,4,1299.0,0.2,4156.83
TXN-00603,2024-10-06,CUST-2208,SKU-003,Yoga Mat,Sports,South,In-Store,Debit Card,4,649.0,0.2,2076.8
TXN-00069,2024-12-22,CUST-3121,SKU-004,Coffee Maker,Kitchen,West,Website,PayPal,2,2999.0,0.2,4798.34
TXN-00954,2024-06-06,CUST-2825,SKU-005,Backpack,Accessories,Online,Website,PayPal,3,1099.0,0.0,3297.0
TXN-00285,2024-04-13,CUST-4391,SKU-005,Backpack,Accessories,Online,In-Store,Debit Card,4,1099.0,0.0,4396.0
TXN-00866,2024-08-10,CUST-1048,SKU-005,Backpack,Accessories,,Marketplace,Bank Transfer,2,1099.0,10.0,1978.2
TXN-00435,2024-05-24,CUST-4168,SKU-002,Running Shoes,Footwear,East,In-Store,Credit Card,4,1799.0,0.2,384.0
TXN-00154,2024-07-28,CUST-1477,SKU-008,Protein Powder,Health,South,Website,Credit Card,3,599.0,0.15,1527.38
TXN-00076,2024-10-26,CUST-4875,SKU-004,Coffee Maker,Kitchen,north,Marketplace,Bank Transfer,4,2999.0,0.05,11396.17
TXN-00789,2024-12-30,CUST-1210,SKU-003,Yoga Mat,Sports,West,In-Store,Debit Card,2,649.0,0.0,1298.0
TXN-00581,2024-12-06,CUST-1192,SKU-009,Water Bottle,Sports,West,Marketplace,Bank Transfer,3,349.0,0.15,889.95
TXN-00447,2024-12-17,CUST-2246,SKU-002,Running Shoes,Footwear,online,Website,PayPal,1,1799.0,0.0,1799.0
TXN-00189,2024-01-22,CUST-2786,SKU-002,Running Shoes,Footwear,North,Marketplace,Credit Card,4,1799.0,,5756.8
TXN-00272,2024-03-24,CUST-2609,SKU-006,Sunglasses,Accessories,Online,In-Store,Debit Card,5,799.0,0.0,3995.0
TXN-00237,2024-08-16,CUST-1173,SKU-003,Yoga Mat,Sports,East,Marketplace,Debit Card,4,649.0,0.0,2596.0
TXN-00488,2024-08-13,CUST-2904,SKU-008,Protein Powder,Health,Est,Mobile App,Debit Card,1,599.0,0.0,599.0
TXN-00560,2024-06-10,CUST-1486,SKU-002,Running Shoes,Footwear,West,Website,Credit Card,4,1799.0,,6836.2
TXN-00118,2024-11-21,CUST-4335,SKU-003,Yoga Mat,Sports,West,Website,Bank Transfer,5,649.0,0.05,3082.75
TXN-00881,2024-06-17,CUST-4705,SKU-005,Backpack,Accessories,West,Website,Bank Transfer,2,1099.0,0.15,1868.3
TXN-00513,2024-01-05,CUST-1916,SKU-003,Yoga Mat,Sports,East,In-Store,Debit Card,2,649.0,0.1,1168.2
TXN-00598,2024-02-06,CUST-3355,SKU-003,Yoga Mat,Sports,South,In-Store,Bank Transfer,3,649.0,0.1,1752.3
TXN-00644,2024-06-10,CUST-2674,SKU-007,Smart Watch,Electronics,East,Website,PayPal,2,4499.0,0.15,7648.26
TXN-00127,2024-10-09,CUST-1592,SKU-008,Protein Powder,Health,West,Mobile App,PayPal,2,599.0,0.05,1138.09
TXN-00117,2024-03-30,CUST-2927,SKU-010,Laptop Stand,Electronics,Online,Marketplace,Debit Card,1,749.0,0.2,599.17
TXN-00474,2024-02-15,CUST-4365,SKU-006,Sunglasses,Accessories,East,Marketplace,Credit Card,2,799.0,0.15,1358.3
TXN-00785,2024-01-13,CUST-1732,SKU-007,Smart Watch,Electronics,West,Mobile App,Bank Transfer,3,4499.0,0.05,12822.13
TXN-00058,2024-09-18,CUST-1473,SKU-006,Sunglasses,Accessories,West,Mobile App,Debit Card,4,799.0,0.1,2876.4
TXN-00729,2024-04-16,CUST-3685,SKU-010,Laptop Stand,Electronics,West,Website,Bank Transfer,1,749.0,0.0,749.0
TXN-00981,2024-04-21,CUST-3931,SKU-010,Laptop Stand,Electronics,South,In-Store,PayPal,1,749.0,0.1,674.09
TXN-00370,12-May-2024,CUST-1909,SKU-002,Running Shoes,Footwear,Online,Mobile App,,1,1799.0,0.0,120.0
TXN-00269,2024-07-10,CUST-4255,SKU-003,Yoga Mat,Sports,East,In-Store,PayPal,1,649.0,0.05,0.0
TXN-00047,2024-08-04,CUST-4397,SKU-001,Wireless Earbuds,Electronics,East,Website,Credit Card,1,1299.0,0.15,1104.13
TXN-00350,2024-10-26,CUST-3706,SKU-007,Smart Watch,Electronics,West,Website,Debit Card,2,4499.0,0.15,7648.26
TXN-00196,2024-10-15,CUST-4112,SKU-003,Yoga Mat,Sports,Online,Marketplace,Debit Card,4,649.0,0.05,2466.2
TXN-00103,2024-10-10,CUST-2196,SKU-005,Backpack,Accessories,South,Marketplace,Credit Card,1,1099.0,0.0,1099.0
TXN-00900,2024-03-05,CUST-1844,SKU-007,Smart Watch,Electronics,South,In-Store,Bank Transfer,4,4499.0,0.15,15296.66
TXN-00746,2024-01-22,CUST-2307,SKU-001,Wireless Earbuds,Electronics,Online,Mobile App,Debit Card,3,1299.0,0.1,3507.26
TXN-00894,2024-10-31,CUST-4273,SKU-002,Running Shoes,Footwear,ONLINE,Mobile App,Credit Card,1,1799.0,0.05,114.0
TXN-00264,2024-02-16,CUST-4871,SKU-005,Backpack,Accessories,West,Marketplace,PayPal,4,1099.0,0.0,4396.0
TXN-00444,2024-02-08,CUST-4864,SKU-008,Protein Powder,Health,South,Mobile App,Credit Card,3,599.0,0.0,1797.0
TXN-00793,2024-01-04,CUST-2002,SKU-002,Running Shoes,Footwear,Online,In-Store,PayPal,5,1799.0,0.1,8095.5
TXN-00305,2024-01-29,CUST-2857,SKU-002,Running Shoes,Footwear,South,Marketplace,Bank Transfer,5,1799.0,0.05,570.0
